case,repeat,true_interruption,detected_interruption,status,selected_window_samples,confidence,true_retained_pu,duration_s,minimum_retained_rms_pu,median_retained_rms_pu,subtype
swell,12,False,False,rejected,9,0.0,1.0,,,,none
swell,13,False,False,rejected,9,0.0,1.0,,,,none
swell,14,False,False,rejected,9,0.0,1.0,,,,none
swell,15,False,False,rejected,9,0.0,1.0,,,,none
swell,16,False,False,rejected,9,0.0,1.0,,,,none
swell,17,False,False,rejected,9,0.0,1.0,,,,none
swell,18,False,False,rejected,9,0.0,1.0,,,,none
swell,19,False,False,rejected,9,0.0,1.0,,,,none
swell,20,False,False,rejected,9,0.0,1.0,,,,none
swell,21,False,False,rejected,9,0.0,1.0,,,,none
swell,22,False,False,rejected,9,0.0,1.0,,,,none
swell,23,False,False,rejected,9,0.0,1.0,,,,none
swell,24,False,False,rejected,9,0.0,1.0,,,,none
swell,25,False,False,rejected,9,0.0,1.0,,,,none
swell,26,False,False,rejected,9,0.0,1.0,,,,none
swell,27,False,False,rejected,9,0.0,1.0,,,,none
swell,28,False,False,rejected,9,0.0,1.0,,,,none
swell,29,False,False,rejected,9,0.0,1.0,,,,none
offset_step,0,False,False,rejected,9,0.0,1.0,,,,none
offset_step,1,False,False,rejected,9,0.0,1.0,,,,none
